,,,,,Martin Landau,Driven 
,,,,,Sylvester Stallone,Two Brothers 
,,,,,David Gant,The Village 
,,,,,Bryce Dallas Howard,Doctor Dolittle 
,,,,,Oliver Platt,Signs 
,,,,,Rory Culkin,Shrek 2 
,,,,,Rupert Everett,Cars 
,,,,,John Ratzenberger,Runaway Bride 
,,,,,Julia Roberts,xXx 
,,,,,Vin Diesel,The SpongeBob Movie: Sponge Out of Water 
,,,,,Tim Conway,Ransom 
,,,,,Lili Taylor,Inglourious Basterds 
,,,,,Michael Fassbender,Hook 
,,,,,Robin Williams,Hercules 
,,,,,Dwayne Johnson,Die Hard 2 
,,,,,Bruce Willis,S.W.A.T. 
,,,,,Jeremy Renner,Sleepy Hollow             
,,,,,Nicole Beharie,Vanilla Sky 
,,,,,Tom Cruise,Lady in the Water 
,,,,,Bryce Dallas Howard,AVP: Alien vs. Predator 
,,,,,Sanaa Lathan,Alvin and the Chipmunks: The Squeakquel 
,,,,,Amy Poehler,We Were Soldiers 
,,,,,Jon Hamm,Olympus Has Fallen 
,,,,,Gerard Butler,Star Trek: Insurrection 
,,,,,LeVar Burton,Battle Los Angeles 
,,,,,Noel Fisher,Big Fish 
,,,,,Steve Buscemi,Wolf 
,,,,,David Hyde Pierce,War Horse 
,,,,,Jeremy Irvine,The Monuments Men 
,,,,,Bill Murray,The Abyss 
,,,,,Michael Biehn,Wall Street: Money Never Sleeps 
,,,,,Frank Langella,Dracula Untold 
,,,,,Dominic Cooper,The Siege 
,,,,,Denzel Washington,Stardust 
,,,,,Henry Cavill,Seven Years in Tibet 
,,,,,Brad Pitt,The Dilemma 
,,,,,Channing Tatum,Bad Company 
,,,,,Anthony Hopkins,Doom 
,,,,,Dwayne Johnson,I Spy 
,,,,,Gary Cole,Underworld: Awakening 
,,,,,Theo James,Rock of Ages 
,,,,,James Martin Kelly,Hart's War 
,,,,,Bruce Willis,Killer Elite 
,,,,,Jason Statham,Rollerball 
,,,,,LL Cool J,Ballistic: Ecks vs. Sever 
,,,,,Talisa Soto,Hard Rain 
,,,,,Morgan Freeman,Osmosis Jones 
,,,,,Ron Howard,Legends of Oz: Dorothy's Return 
,,,,,Lea Michele,Blackhat 
,,,,,Chris Hemsworth,Sky Captain and the World of Tomorrow 
,,,,,Angelina Jolie Pitt,Basic Instinct 2 
,,,,,Charlotte Rampling,Escape Plan 
,,,,,Sylvester Stallone,The Legend of Hercules 
,,,,,Roxanne McKee,The Sum of All Fears 
,,,,,Morgan Freeman,The Twilight Saga: Eclipse 
,,,,,Robert Pattinson,The Score 
,,,,,Robert De Niro,Despicable Me 
,,,,,Steve Carell,Money Train 
,,,,,Vincent Pastore,Ted 2 
,,,,,Liam Neeson,Agora 
,,,,,Max Minghella,Mystery Men 
,,,,,Janeane Garofalo,Hall Pass 
,,,,,Jenna Fischer,The Insider 
,,,,,Al Pacino,The Finest Hours 
,,,,,Michael Raymond-James,Body of Lies 
,,,,,Leonardo DiCaprio,Dinner for Schmucks 
,,,,,Steve Carell,Abraham Lincoln: Vampire Hunter 
,,,,,Rufus Sewell,Entrapment 
,,,,,Will Patton,Last Man Standing             
,,,,,Hector Elizondo,The X Files 
,,,,,Martin Landau,The Last Legion 
,,,,,Colin Firth,Saving Private Ryan 
,,,,,Tom Hanks,Need for Speed 
,,,,,Rami Malek,What Women Want 
,,,,,Judy Greer,Ice Age 
,,,,,Goran Visnjic,Dreamcatcher 
,,,,,Morgan Freeman,Lincoln 
,,,,,Joseph Gordon-Levitt,The Matrix 
,,,,,Keanu Reeves,Apollo 13 
,,,,,Tom Hanks,Total Recall 
,,,,,Ronny Cox,The Santa Clause 2 
,,,,,Judge Reinhold,Les Misérables 
,,,,,Hugh Jackman,You've Got Mail 
,,,,,Tom Hanks,Step Brothers 
,,,,,Will Ferrell,The Mask of Zorro 
,,,,,Anthony Hopkins,Due Date 
,,,,,Robert Downey Jr.,Unbroken 
,,,,,Finn Wittrock,Space Cowboys 
,,,,,Clint Eastwood,Cliffhanger 
,,,,,Sylvester Stallone,Broken Arrow 
,,,,,Delroy Lindo,The Kid 
,,,,,Bruce Willis,World Trade Center 
,,,,,Nicolas Cage,Mona Lisa Smile 
,,,,,Julia Roberts,The Dictator 
,,,,,Sayed Badreya,Eyes Wide Shut 
,,,,,Tom Cruise,Annie 
,,,,,Quvenzhané Wallis,Focus 
,,,,,Will Smith,This Means War 
,,,,,Tom Hardy,Blade: Trinity 
,,,,,Ryan Reynolds,Red Dawn 
,,,,,Lea Thompson,Primary Colors 
,,,,,Maura Tierney,Resident Evil: Retribution 
,,,,,Milla Jovovich,Death Race 
,,,,,Jason Statham,The Long Kiss Goodnight 
,,,,,Melina Kanakaredes,Proof of Life 
,,,,,Pamela Reed,Zathura: A Space Adventure 
,,,,,Kristen Stewart,Fight Club 
,,,,,Brad Pitt,We Are Marshall 
,,,,,Matthew McConaughey,The Missing             
,,,,,Jason Flemyng,Hudson Hawk 
,,,,,Bruce Willis,Lucky Numbers 
,,,,,Michael Rapaport,"I, Frankenstein "
,,,,,Caitlin Stasey,Oliver Twist 
,,,,,Ian McNeice,Elektra 
,,,,,Jennifer Garner,Sin City: A Dame to Kill For 
,,,,,Joseph Gordon-Levitt,Random Hearts 
,,,,,Harrison Ford,Everest 
,,,,,Michael Kelly,Perfume: The Story of a Murderer 
,,,,,Michael Smiley,Austin Powers in Goldmember 
,,,,,Verne Troyer,Astro Boy 
,,,,,Nicolas Cage,Jurassic Park 
,,,,,Wayne Knight,Wyatt Earp 
,,,,,Dennis Quaid,Clear and Present Danger 
,,,,,Harrison Ford,Dragon Blade 
,,,,,Si Won Choi,Littleman 
,,,,,Chazz Palminteri,U-571 
,,,,,Matthew McConaughey,The American President 
,,,,,Shawna Waldron,The Love Guru 
,,,,,Justin Timberlake,3000 Miles to Graceland 
,,,,,Jon Lovitz,The Hateful Eight 
,,,,,Craig Stark,Blades of Glory 
,,,,,Will Ferrell,Hop 
,,,,,Gary Cole,300 
,,,,,Gerard Butler,Meet the Fockers 
,,,,,Robert De Niro,Marley & Me 
,,,,,Eric Dane,The Green Mile 
,,,,,Tom Hanks,Wild Hogs 
,,,,,Jill Hennessy,Chicken Little 
,,,,,Catherine O'Hara,Gone Girl 
,,,,,Patrick Fugit,The Bourne Identity 
,,,,,Matt Damon,GoldenEye 
,,,,,Izabella Scorupco,The General's Daughter 
,,,,,Daniel von Bargen,The Truman Show 
,,,,,Natascha McElhone,The Prince of Egypt 
,,,,,Martin Short,Daddy Day Care 
,,,,,Anjelica Huston,2 Guns 
,,,,,Denzel Washington,Cats & Dogs 
,,,,,Carol Ann Susi,The Italian Job 
,,,,,Jason Statham,Two Weeks Notice 
,,,,,Dorian Missick,Antz 
,,,,,Sylvester Stallone,Couples Retreat 
,,,,,Jon Favreau,Days of Thunder 
,,,,,Tom Cruise,Cheaper by the Dozen 2 
,,,,,Taylor Lautner,The Scorch Trials 
,,,,,Ki Hong Lee,Eat Pray Love 
,,,,,James Franco,The Family Man 
,,,,,Nicolas Cage,RED 
,,,,,Bruce Willis,Any Given Sunday 
,,,,,Al Pacino,The Horse Whisperer 
,,,,,Scarlett Johansson,Collateral 
,,,,,Tom Cruise,The Scorpion King 
,,,,,Dwayne Johnson,Ladder 49 
,,,,,Billy Burke,Jack Reacher 
,,,,,Tom Cruise,Deep Blue Sea 
,,,,,LL Cool J,This Is It 
,,,,,Misha Gabriel Hamilton,Contagion 
,,,,,Matt Damon,Kangaroo Jack 
,,,,,Estella Warren,Coraline 
,,,,,Jennifer Saunders,The Happening 
,,,,,Zooey Deschanel,Man on Fire 
,,,,,Denzel Washington,The Shaggy Dog 
,,,,,Robert Downey Jr.,Starsky & Hutch 
,,,,,Snoop Dogg,Jingle All the Way 
,,,,,Jim Belushi,Hellboy 
,,,,,James Babson,A Civil Action 
,,,,,Robert Duvall,ParaNorman 
,,,,,Anna Kendrick,The Jackal 
,,,,,J.K. Simmons,Paycheck 
,,,,,Ivana Milicevic,Up Close & Personal 
,,,,,Joe Mantegna,The Tale of Despereaux 
,,,,,Emma Watson,Rules of Engagement             
,,,,,Bianca Kajlich,The Tuxedo 
,,,,,Romany Malco,Under Siege 2: Dark Territory 
,,,,,Peter Greene,Jack Ryan: Shadow Recruit 
,,,,,Colm Feore,Joy 
,,,,,Jennifer Lawrence,London Has Fallen 
,,,,,Gerard Butler,Alien: Resurrection 
,,,,,Gary Dourdan,Shooter 
,,,,,Tate Donovan,The Boxtrolls 
,,,,,Isaac Hempstead Wright,Practical Magic 
,,,,,Goran Visnjic,The Lego Movie 
,,,,,Morgan Freeman,Miss Congeniality 2: Armed and Fabulous 
,,,,,Eileen Brennan,Reign of Fire 
,,,,,Christian Bale,Gangster Squad 
,,,,,Ryan Gosling,Year One 
,,,,,Olivia Wilde,Invictus 
,,,,,Matt Damon,State of Play 
,,,,,Robin Wright,Duplicity 
,,,,,Julia Roberts,My Favorite Martian 
,,,,,Steven Anthony Lawrence,The Sentinel 
,,,,,Blair Brown,Planet 51 
,,,,,Dwayne Johnson,Star Trek: Nemesis 
,,,,,Tom Hardy,Intolerable Cruelty 
,,,,,Cedric the Entertainer,Trouble with the Curve 
,,,,,Clint Eastwood,Edge of Darkness 
,,,,,Bojana Novakovic,The Relic 
,,,,,John Kapelos,Analyze That 
,,,,,Robert De Niro,Righteous Kill 
,,,,,Robert De Niro,Mercury Rising 
,,,,,Bruce Willis,The Soloist 
,,,,,Robert Downey Jr.,The Legend of Bagger Vance 
,,,,,Matt Damon,Almost Famous 
,,,,,Philip Seymour Hoffman,Garfield 2 
,,,,,Bill Murray,xXx: State of the Union 
,,,,,Sunny Mabrey,Priest 
,,,,,Josh Wingate,Sinbad: Legend of the Seven Seas 
,,,,,Brad Pitt,Event Horizon 
,,,,,Sean Pertwee,The Avengers 
,,,,,Chris Hemsworth,Dragonfly 
,,,,,Joe Morton,The Black Dahlia 
,,,,,Scarlett Johansson,Flyboys 
,,,,,James Franco,The Last Castle 
,,,,,Clifton Collins Jr.,Supernova 
,,,,,Robert Forster,Winter's Tale 
,,,,,Matt Bomer,The Mortal Instruments: City of Bones 
,,,,,Aidan Turner,Meet Dave 
,,,,,Marc Blucas,Dark Water 
,,,,,Dougray Scott,Edtv 
,,,,,Matthew McConaughey,Inkheart 
,,,,,Brendan Fraser,The Spirit 
,,,,,Scarlett Johansson,Mortdecai 
,,,,,Johnny Depp,In the Name of the King: A Dungeon Siege Tale 
,,,,,Jason Statham,Beyond Borders 
,,,,,Angelina Jolie Pitt,Xi you ji zhi: Sun Wukong san da Baigu Jing 
,,,,,Li Gong,The Great Raid 
,,,,,James Franco,Deadpool 
,,,,,Ryan Reynolds,Holy Man 
,,,,,Kelly Preston,American Sniper 
,,,,,Bradley Cooper,Goosebumps 
,,,,,Odeya Rush,"Sabrina, the Teenage Witch             "
,,,,,Nate Richert,Just Like Heaven 
,,,,,Jon Heder,The Flintstones in Viva Rock Vegas 
,,,,,Taylor Negron,Rambo III 
,,,,,Sylvester Stallone,Leatherheads 
,,,,,Robert Baker,The Ridiculous 6 
,,,,,Taylor Lautner,Did You Hear About the Morgans? 
,,,,,Michael Kelly,The Internship 
,,,,,Josh Gad,Resident Evil: Afterlife 
,,,,,Milla Jovovich,Red Tails 
,,,,,David Oyelowo,Sex and the City             
,,,,,Chris Noth,The Devil's Advocate 
,,,,,Keanu Reeves,That's My Boy 
,,,,,Adam Sandler,DragonHeart 
,,,,,Dennis Quaid,After the Sunset 
,,,,,Salma Hayek,Ghost Rider: Spirit of Vengeance 
,,,,,Nicolas Cage,Captain Corelli's Mandolin 
,,,,,Christian Bale,Anger Management             
,,,,,Barry Corbin,The Pacifier 
,,,,,Vin Diesel,Walking Tall 
,,,,,Dwayne Johnson,Forrest Gump 
,,,,,Tom Hanks,Alvin and the Chipmunks 
,,,,,Jesse McCartney,Meet the Parents 
,,,,,Robert De Niro,Pocahontas 
,,,,,Christian Bale,Superman 
,,,,,Marlon Brando,The Nutty Professor 
,,,,,Jada Pinkett Smith,Hitch 
,,,,,Will Smith,George of the Jungle 
,,,,,Brendan Fraser,American Wedding 
,,,,,Alyson Hannigan,Captain Phillips 
,,,,,Tom Hanks,Date Night 
,,,,,Mila Kunis,Casper 
,,,,,Eric Idle,The Equalizer 
,,,,,Denzel Washington,Maid in Manhattan 
,,,,,Bob Hoskins,Crimson Tide 
,,,,,Denzel Washington,The Pursuit of Happyness 
,,,,,Will Smith,Flightplan 
,,,,,Erika Christensen,Disclosure 
,,,,,Demi Moore,City of Angels 
,,,,,Nicolas Cage,Kill Bill: Vol. 1 
,,,,,David Carradine,Bowfinger 
,,,,,Robert Downey Jr.,Stargate SG-1             
,,,,,Christopher Judge,Kill Bill: Vol. 2 
,,,,,Vivica A. Fox,Tango & Cash 
,,,,,Sylvester Stallone,Death Becomes Her 
,,,,,Bruce Willis,Shanghai Noon 
,,,,,Xander Berkeley,Executive Decision 
,,,,,Oliver Platt,Mr. Popper's Penguins 
,,,,,Madeline Carroll,The Forbidden Kingdom 
,,,,,Jet Li,Free Birds 
,,,,,Amy Poehler,Alien 3 
,,,,,Charles S. Dutton,Evita 
,,,,,Andrea Corr,Ronin 
,,,,,Robert De Niro,The Ghost and the Darkness 
,,,,,Tom Wilkinson,Paddington 
,,,,,Julie Walters,The Watch 
,,,,,Will Forte,The Hunted 
,,,,,Connie Nielsen,Instinct 
,,,,,Anthony Hopkins,Stuck on You 
,,,,,Matt Damon,Semi-Pro 
,,,,,Will Ferrell,The Pirates! Band of Misfits 
,,,,,Salma Hayek,Changeling 
,,,,,Angelina Jolie Pitt,Chain Reaction 
,,,,,Keanu Reeves,The Fan 
,,,,,Robert De Niro,The Phantom of the Opera 
,,,,,Gerard Butler,Elizabeth: The Golden Age 
,,,,,Eddie Redmayne,Æon Flux 
,,,,,Charlize Theron,Gods and Generals 
,,,,,Billy Campbell,Turbulence 
,,,,,Hector Elizondo,Imagine That 
,,,,,Stephen Root,Muppets Most Wanted 
,,,,,Ty Burrell,Thunderbirds 
,,,,,Sophia Myles,Burlesque 
,,,,,Eric Dane,A Very Long Engagement 
,,,,,Denis Lavant,Lolita 
,,,,,James Mason,Eye See You 
,,,,,Sylvester Stallone,Blade II 
,,,,,Norman Reedus,Seven Pounds 
,,,,,Will Smith,Bullet to the Head 
,,,,,Sylvester Stallone,The Godfather: Part III 
,,,,,Al Pacino,Elizabethtown 
,,,,,Orlando Bloom,"You, Me and Dupree "
,,,,,Todd Stashwick,Superman II 
,,,,,Margot Kidder,Gigli 
,,,,,Todd Giebenhain,All the King's Men 
,,,,,Kate Winslet,Shaft 
,,,,,Christian Bale,Anastasia 
,,,,,Kirsten Dunst,Moulin Rouge! 
,,,,,Jim Broadbent,Domestic Disturbance 
,,,,,Steve Buscemi,Black Mass 
,,,,,Johnny Depp,Flags of Our Fathers 
,,,,,Paul Walker,Law Abiding Citizen 
,,,,,Gerard Butler,Grindhouse 
,,,,,Quentin Tarantino,Beloved 
,,,,,Oprah Winfrey,Lucky You 
,,,,,Robert Downey Jr.,Catch Me If You Can 
,,,,,Leonardo DiCaprio,Zero Dark Thirty 
,,,,,Jennifer Ehle,The Break-Up 
,,,,,Jon Favreau,Mamma Mia! 
,,,,,Colin Firth,Valentine's Day 
,,,,,Bradley Cooper,The Dukes of Hazzard 
,,,,,Alice Greczyn,The Thin Red Line 
,,,,,Nick Stahl,The Change-Up 
,,,,,Ryan Reynolds,Man on the Moon 
,,,,,Matt Price,Casino 
,,,,,Robert De Niro,From Paris with Love 
,,,,,Kasia Smutniak,Bulletproof Monk 
,,,,,Jaime King,"Me, Myself & Irene "
,,,,,Robert Forster,Barnyard 
,,,,,Rob Paulsen,Deck the Halls 
,,,,,Matthew Broderick,The Twilight Saga: New Moon 
,,,,,Robert Pattinson,Shrek 
,,,,,Kathleen Freeman,The Adjustment Bureau 
,,,,,Matt Damon,Robin Hood: Prince of Thieves 
,,,,,Alan Rickman,Jerry Maguire 
,,,,,Tom Cruise,Ted 
,,,,,Mila Kunis,As Good as It Gets 
,,,,,Lupe Ontiveros,Patch Adams 
,,,,,Robin Williams,Anchorman 2: The Legend Continues 
,,,,,Harrison Ford,Mr. Deeds 
,,,,,Steve Buscemi,Super 8 
,,,,,Joel Courtney,Erin Brockovich 
,,,,,Julia Roberts,How to Lose a Guy in 10 Days 
,,,,,Matthew McConaughey,22 Jump Street 
,,,,,Channing Tatum,Interview with the Vampire: The Vampire Chronicles 
,,,,,Brad Pitt,Yes Man 
,,,,,Bradley Cooper,Central Intelligence 
,,,,,Dwayne Johnson,Stepmom 
,,,,,Julia Roberts,Daddy's Home 
,,,,,Will Ferrell,Into the Woods 
,,,,,Johnny Depp,Inside Man 
,,,,,Denzel Washington,Payback 
,,,,,Bill Duke,Congo 
,,,,,Dylan Walsh,We Bought a Zoo 
,,,,,Scarlett Johansson,Knowing 
,,,,,Nicolas Cage,Failure to Launch 
,,,,,Bradley Cooper,The Ring Two 
,,,,,Naomi Watts,"Crazy, Stupid, Love. "
,,,,,Ryan Gosling,Garfield 
,,,,,Bill Murray,Christmas with the Kranks 
,,,,,Jamie Lee Curtis,Moneyball 
,,,,,Philip Seymour Hoffman,Outbreak 
,,,,,Kevin Spacey,Non-Stop 
,,,,,Liam Neeson,Race to Witch Mountain 
,,,,,Dwayne Johnson,V for Vendetta 
,,,,,Natalie Portman,Shanghai Knights 
,,,,,Fann Wong,Unforgotten             
,,,,,Bernard Hill,Curious George 
,,,,,Will Ferrell,Herbie Fully Loaded 
,,,,,Scoot McNairy,Don't Say a Word 
,,,,,Oliver Platt,Hansel & Gretel: Witch Hunters 
,,,,,Jeremy Renner,Unfaithful 
,,,,,Olivier Martinez,I Am Number Four 
,,,,,Alex Pettyfer,Syriana 
,,,,,Matt Damon,13 Hours 
,,,,,Toby Stephens,The Book of Life 
,,,,,Channing Tatum,Firewall 
,,,,,Jimmy Bennett,Absolute Power 
,,,,,Clint Eastwood,G.I. Jane 
,,,,,Viggo Mortensen,The Game 
,,,,,Deborah Kara Unger,Silent Hill 
,,,,,Radha Mitchell,The Replacements 
,,,,,Keanu Reeves,American Reunion 
,,,,,Alyson Hannigan,The Negotiator 
,,,,,Kevin Spacey,Into the Storm 
,,,,,Matt Walsh,Beverly Hills Cop III 
,,,,,Louis Lombardi,Gremlins 2: The New Batch 
,,,,,Christopher Lee,The Judge 
,,,,,Robert Downey Jr.,The Peacemaker 
,,,,,Armin Mueller-Stahl,Resident Evil: Apocalypse 
,,,,,Milla Jovovich,Bridget Jones: The Edge of Reason 
,,,,,Colin Firth,Out of Time 
,,,,,Denzel Washington,On Deadly Ground 
,,,,,Mike Starr,The Adventures of Sharkboy and Lavagirl 3-D 
,,,,,Taylor Lautner,The Beach 
,,,,,Leonardo DiCaprio,Raising Helen 
,,,,,Amber Valletta,Ninja Assassin 
,,,,,Shô Kosugi,For Love of the Game 
,,,,,J.K. Simmons,A Touch of Frost             
,,,,,David Jason,Striptease 
,,,,,Demi Moore,Marmaduke 
,,,,,Emma Stone,Hereafter 
,,,,,Matt Damon,Murder by Numbers 
,,,,,Ryan Gosling,Assassins 
,,,,,Muse Watson,Hannibal Rising 
,,,,,Li Gong,The Story of Us 
,,,,,Bruce Willis,The Host 
,,,,,J.D. Evermore,Basic 
,,,,,Connie Nielsen,Blood Work 
,,,,,Clint Eastwood,The International 
,,,,,Naomi Watts,Escape from L.A. 
,,,,,Steve Buscemi,Twisted             
,,,,,Grey Damon,The Iron Giant 
,,,,,Vin Diesel,The Life Aquatic with Steve Zissou 
,,,,,Bill Murray,Free State of Jones 
,,,,,Matthew McConaughey,The Life of David Gale 
,,,,,Kevin Spacey,Man of the House 
,,,,,Christina Milian,Run All Night 
,,,,,Liam Neeson,Eastern Promises 
,,,,,Viggo Mortensen,Into the Blue 
,,,,,Paul Walker,The Messenger: The Story of Joan of Arc 
,,,,,Paul Brooke,Your Highness 
,,,,,Natalie Portman,Dream House 
,,,,,Naomi Watts,Mad City 
,,,,,Mia Kirshner,Baby's Day Out 
,,,,,Joe Mantegna,The Scarlet Letter 
,,,,,Gary Oldman,Fair Game 
,,,,,Naomi Watts,Defiance             
,,,,,Julie Benz,Domino 
,,,,,Ian Ziering,Jade 
,,,,,Michael Biehn,Gamer 
,,,,,Gerard Butler,Beautiful Creatures 
,,,,,Alden Ehrenreich,Death to Smoochy 
,,,,,Robin Williams,Zoolander 2 
,,,,,Milla Jovovich,The Big Bounce 
,,,,,Morgan Freeman,What Planet Are You From? 
,,,,,Judy Greer,Drive Angry 
,,,,,Nicolas Cage,Street Fighter: The Legend of Chun-Li 
,,,,,Chris Klein,The One 
,,,,,Jason Statham,Outlander             
,,,,,Tobias Menzies,The Adventures of Ford Fairlane 
,,,,,Lauren Holly,Pirate Radio 
,,,,,Philip Seymour Hoffman,Traffic 
,,,,,Michael O'Neill,Indiana Jones and the Last Crusade 
,,,,,Harrison Ford,Anna Karenina 
,,,,,Kelly Macdonald,Chappie 
,,,,,Hugh Jackman,The Bone Collector 
,,,,,Denzel Washington,Panic Room 
,,,,,Kristen Stewart,The Tooth Fairy 
,,,,,P.J. Soles,Three Kings 
,,,,,Judy Greer,Child 44 
,,,,,Tom Hardy,Rat Race 
,,,,,Corinna Harney,K-PAX 
,,,,,Kevin Spacey,Kate & Leopold 
,,,,,Hugh Jackman,Bedazzled 
,,,,,Brendan Fraser,The Cotton Club 
,,,,,Nicolas Cage,3:10 to Yuma 
,,,,,Christian Bale,Taken 3 
,,,,,Liam Neeson,Out of Sight 
,,,,,Don Cheadle,The Cable Guy 
,,,,,Matthew Broderick,Earth 
,,,,,Nandita Das,Dick Tracy 
,,,,,Charlie Korsmo,The Thomas Crown Affair 
,,,,,Mark Margolis,Riding in Cars with Boys 
,,,,,Rosie Perez,First Blood 
,,,,,Sylvester Stallone,Solaris 
,,,,,Donatas Banionis,Happily N'Ever After 
,,,,,Sarah Michelle Gellar,Mary Reilly 
,,,,,Julia Roberts,My Best Friend's Wedding 
,,,,,Julia Roberts,America's Sweethearts 
,,,,,Julia Roberts,Insomnia 
,,,,,Al Pacino,Star Trek: First Contact 
,,,,,LeVar Burton,Jonah Hex 
,,,,,Michael Fassbender,Courage Under Fire 
,,,,,Denzel Washington,Liar Liar 
,,,,,Maura Tierney,The Infiltrator 
,,,,,Joseph Gilgun,Inchon 
,,,,,Laurence Olivier,The Flintstones 
,,,,,Jonathan Winters,Taken 2 
,,,,,Liam Neeson,Scary Movie 3 
,,,,,Regina Hall,Miss Congeniality 
,,,,,Candice Bergen,Journey to the Center of the Earth 
,,,,,Josh Hutcherson,The Princess Diaries 2: Royal Engagement 
,,,,,Anne Hathaway,The Pelican Brief 
,,,,,Denzel Washington,The Client 
,,,,,Bradley Whitford,The Bucket List 
,,,,,Morgan Freeman,Patriot Games 
,,,,,Harrison Ford,Monster-in-Law 
,,,,,Adam Scott,Prisoners 
,,,,,Hugh Jackman,Training Day 
,,,,,Denzel Washington,Galaxy Quest 
,,,,,Alan Rickman,Scary Movie 2 
,,,,,Natasha Lyonne,The Muppets 
,,,,,Bill Cobbs,Blade 
,,,,,Sanaa Lathan,Coach Carter 
,,,,,Channing Tatum,Changing Lanes 
,,,,,Sydney Pollack,Anaconda 
,,,,,Frank Welker,Coyote Ugly 
,,,,,Adam Garcia,Love Actually 
,,,,,Colin Firth,A Bug's Life 
,,,,,Kevin Spacey,From Hell 
,,,,,Johnny Depp,The Specialist 
,,,,,Sylvester Stallone,Tin Cup 
,,,,,Don Johnson,"Yours, Mine and Ours "
,,,,,Lucille Ball,Kicking & Screaming 
,,,,,Josh Hutcherson,The Hitchhiker's Guide to the Galaxy 
,,,,,Zooey Deschanel,Fat Albert 
,,,,,Dania Ramirez,Resident Evil: Extinction 
,,,,,Milla Jovovich,Blended 
,,,,,Bella Thorne,Last Holiday 
,,,,,LL Cool J,The River Wild 
,,,,,Meryl Streep,The Indian in the Cupboard 
,,,,,Steve Coogan,Savages 
,,,,,Demián Bichir,Cellular 
,,,,,Richard Burgi,Johnny English 
,,,,,Kevin McNally,The Ant Bully 
,,,,,Nicolas Cage,Dune 
,,,,,Virginia Madsen,Across the Universe 
,,,,,Jim Sturgess,Revolutionary Road 
,,,,,Leonardo DiCaprio,16 Blocks 
,,,,,Bruce Willis,Babylon A.D. 
,,,,,Vin Diesel,The Glimmer Man 
,,,,,Alexa PenaVega,Multiplicity 
,,,,,John de Lancie,Aliens in the Attic 
,,,,,Malese Jow,The Pledge 
,,,,,Costas Mandylor,The Producers 
,,,,,Jon Lovitz,Dredd 
,,,,,Wood Harris,The Phantom 
,,,,,Cary-Hiroyuki Tagawa,All the Pretty Horses 
,,,,,Matt Damon,Nixon 
,,,,,Anthony Hopkins,The Ghost Writer 
,,,,,Jim Belushi,Deep Rising 
,,,,,Djimon Hounsou,Miracle at St. Anna 
,,,,,Joseph Gordon-Levitt,Curse of the Golden Flower 
,,,,,Li Gong,Bangkok Dangerous 
,,,,,Nicolas Cage,Big Trouble 
,,,,,Zooey Deschanel,Love in the Time of Cholera 
,,,,,Marcela Mar,The Returned             
,,,,,Pierre Perrier,Shadow Conspiracy 
,,,,,Sam Waterston,Johnny English Reborn 
,,,,,Daniel Kaluuya,Foodfight! 
,,,,,Jerry Stiller,Argo 
,,,,,Clea DuVall,The Fugitive 
,,,,,Harrison Ford,The Bounty Hunter 
,,,,,Gerard Butler,Sleepers 
,,,,,Robert De Niro,Rambo: First Blood Part II 
,,,,,Sylvester Stallone,The Juror 
,,,,,Joseph Gordon-Levitt,Pinocchio 
,,,,,Mel Blanc,Heaven's Gate 
,,,,,Jeff Bridges,Underworld: Evolution 
,,,,,Sophia Myles,Victor Frankenstein 
,,,,,Daniel Radcliffe,Finding Forrester 
,,,,,F. Murray Abraham,28 Days 
,,,,,Steve Buscemi,Unleashed 
,,,,,Morgan Freeman,The Sweetest Thing 
,,,,,Judith Chapman,The Firm 
,,,,,Tom Cruise,Charlie St. Cloud 
,,,,,Augustus Prew,The Mechanic 
,,,,,Jason Statham,21 Jump Street 
,,,,,Channing Tatum,Notting Hill 
,,,,,Julia Roberts,Chicken Run 
,,,,,Imelda Staunton,Along Came Polly 
,,,,,Philip Seymour Hoffman,Boomerang 
,,,,,John Witherspoon,The Heat 
,,,,,Michael Rapaport,Cleopatra 
,,,,,Martin Landau,Here Comes the Boom 
,,,,,Salma Hayek,High Crimes 
,,,,,Morgan Freeman,The Mirror Has Two Faces 
,,,,,Jeff Bridges,The Mothman Prophecies 
,,,,,Debra Messing,Brüno 
,,,,,Bono,Licence to Kill 
,,,,,Robert Davi,Red Riding Hood 
,,,,,Gary Oldman,15 Minutes 
,,,,,Robert De Niro,Super Mario Bros. 
,,,,,Bob Hoskins,Lord of War 
,,,,,Nicolas Cage,Hero 
,,,,,Jet Li,One for the Money 
,,,,,Fisher Stevens,The Interview 
,,,,,James Franco,The Warrior's Way 
,,,,,Tony Cox,McHale's Navy             
,,,,,Tim Conway,Micmacs 
,,,,,Omar Sy,8 Mile 
,,,,,Mekhi Phifer,Animal Kingdom: Let's go Ape 
,,,,,Jamel Debbouze,A Knight's Tale 
,,,,,Heath Ledger,The Medallion 
